ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0142,Tier 1.5,ATS Google query,Dover indexed jobs - backend engineer,Google SERP query,"site:jobs.dover.com ""backend engineer"" remote worldwide OR ""anywhere in the world""","site:jobs.dover.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Global / mixed,Backend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:jobs.dover.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0143,Tier 1.5,ATS Google query,Dover indexed jobs - frontend engineer,Google SERP query,"site:jobs.dover.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""","site:jobs.dover.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Global / mixed,Frontend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:jobs.dover.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0144,Tier 1.5,ATS Google query,Dover indexed jobs - full stack engineer,Google SERP query,"site:jobs.dover.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""","site:jobs.dover.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Global / mixed,Full Stack Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:jobs.dover.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0145,Tier 1.5,ATS Google query,Greenhouse API company board pattern - software engineer,Google SERP query,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""software engineer"" remote worldwide OR ""anywhere in the world""",site:boards-api.greenhouse.io,Global / mixed,Software Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0146,Tier 1.5,ATS Google query,Greenhouse API company board pattern - backend engineer,Google SERP query,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""backend engineer"" remote worldwide OR ""anywhere in the world""",site:boards-api.greenhouse.io,Global / mixed,Backend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0147,Tier 1.5,ATS Google query,Greenhouse API company board pattern - frontend engineer,Google SERP query,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""frontend engineer"" remote worldwide OR ""anywhere in the world""",site:boards-api.greenhouse.io,Global / mixed,Frontend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0148,Tier 1.5,ATS Google query,Greenhouse API company board pattern - full stack engineer,Google SERP query,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world""",site:boards-api.greenhouse.io,Global / mixed,Full Stack Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0149,Tier 1.5,ATS Google query,Lever API company postings pattern - software engineer,Google SERP query,"site:api.lever.co/v0/postings/{company_slug}?mode=json ""software engineer"" remote worldwide OR ""anywhere in the world""",site:api.lever.co,Global / mixed,Software Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.lever.co/v0/postings/{company_slug}?mode=json ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0150,Tier 1.5,ATS Google query,Lever API company postings pattern - backend engineer,Google SERP query,"site:api.lever.co/v0/postings/{company_slug}?mode=json ""backend engineer"" remote worldwide OR ""anywhere in the world""",site:api.lever.co,Global / mixed,Backend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.lever.co/v0/postings/{company_slug}?mode=json ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0151,Tier 1.5,ATS Google query,Lever API company postings pattern - frontend engineer,Google SERP query,"site:api.lever.co/v0/postings/{company_slug}?mode=json ""frontend engineer"" remote worldwide OR ""anywhere in the world""",site:api.lever.co,Global / mixed,Frontend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.lever.co/v0/postings/{company_slug}?mode=json ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0152,Tier 1.5,ATS Google query,Lever API company postings pattern - full stack engineer,Google SERP query,"site:api.lever.co/v0/postings/{company_slug}?mode=json ""full stack engineer"" remote worldwide OR ""anywhere in the world""",site:api.lever.co,Global / mixed,Full Stack Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.lever.co/v0/postings/{company_slug}?mode=json ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0153,Tier 1.5,ATS Google query,Ashby API company posting pattern - software engineer,Google SERP query,"site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""software engineer"" remote worldwide OR ""anywhere in the world""",site:api.ashbyhq.com,Global / mixed,Software Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0154,Tier 1.5,ATS Google query,Ashby API company posting pattern - backend engineer,Google SERP query,"site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""backend engineer"" remote worldwide OR ""anywhere in the world""",site:api.ashbyhq.com,Global / mixed,Backend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0155,Tier 1.5,ATS Google query,Ashby API company posting pattern - frontend engineer,Google SERP query,"site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""frontend engineer"" remote worldwide OR ""anywhere in the world""",site:api.ashbyhq.com,Global / mixed,Frontend Engineer,ATS pages expose real company hiring demand; query finds globally remote roles.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.","site:api.ashbyhq.com/posting-api/job-board/{company_slug} ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
